session_id,user_id,app_open,searched,add_to_cart,checkout,order_completed
S000542,U06998,Yes,Yes,Yes,Yes,Yes
S000543,U04285,Yes,Yes,Yes,Yes,Yes
S000544,U03988,Yes,Yes,Yes,No,Yes
S000545,U09977,Yes,Yes,Yes,Yes,Yes
S000546,U04260,Yes,Yes,No,No,No
S000547,U09492,Yes,Yes,Yes,No,No
S000548,U06026,Yes,Yes,No,No,Yes
S000549,U00693,Yes,Yes,Yes,Yes,Yes
S000550,U05434,Yes,Yes,No,Yes,Yes
S000551,U02353,Yes,Yes,Yes,Yes,Yes
S000552,U09300,Yes,No,No,No,No
S000553,U01883,Yes,Yes,Yes,Yes,Yes
S000554,U00558,Yes,Yes,No,No,Yes
S000555,U06677,Yes,Yes,Yes,Yes,Yes
S000556,U03667,Yes,Yes,Yes,Yes,Yes
S000557,U07415,Yes,Yes,Yes,Yes,Yes
S000558,U01400,Yes,Yes,Yes,Yes,Yes
S000559,U08498,Yes,Yes,Yes,Yes,No
S000560,U07640,Yes,Yes,No,Yes,Yes
S000561,U01433,Yes,Yes,Yes,No,No
S000562,U08461,Yes,Yes,Yes,Yes,Yes
S000563,U01652,Yes,Yes,Yes,No,Yes
S000564,U09653,Yes,Yes,Yes,No,No
S000565,U02498,Yes,Yes,No,Yes,No
S000566,U04571,Yes,Yes,Yes,Yes,Yes
S000567,U09382,Yes,Yes,Yes,No,Yes
S000568,U01605,Yes,Yes,Yes,Yes,No
S000569,U05699,Yes,Yes,Yes,Yes,Yes
S000570,U08986,Yes,Yes,Yes,Yes,Yes
S000571,U09533,Yes,No,No,Yes,No
S000572,U06020,Yes,Yes,Yes,Yes,No
S000573,U03900,Yes,Yes,Yes,No,No
S000574,U05125,Yes,Yes,No,Yes,No
S000575,U04566,Yes,Yes,Yes,No,Yes
S000576,U08441,Yes,Yes,Yes,Yes,Yes
S000577,U05067,Yes,No,Yes,Yes,No
S000578,U03743,Yes,Yes,Yes,Yes,Yes
S000579,U01090,Yes,Yes,Yes,Yes,No
S000580,U02064,Yes,No,Yes,No,Yes
S000581,U08977,Yes,Yes,Yes,Yes,Yes
S000582,U04991,Yes,Yes,Yes,No,Yes
S000583,U09548,Yes,No,Yes,No,Yes
S000584,U08586,Yes,Yes,Yes,Yes,No
S000585,U03584,Yes,Yes,Yes,Yes,Yes
S000586,U00393,Yes,Yes,Yes,No,Yes
S000587,U01849,Yes,Yes,Yes,Yes,No
S000588,U04732,Yes,Yes,No,Yes,Yes
S000589,U00841,Yes,Yes,Yes,Yes,No
S000590,U01537,Yes,No,Yes,Yes,Yes
S000591,U08246,Yes,Yes,Yes,Yes,No
S000592,U06235,Yes,No,No,No,Yes
S000593,U01598,Yes,Yes,Yes,No,No
S000594,U08106,Yes,Yes,Yes,Yes,No
S000595,U05764,Yes,Yes,Yes,Yes,Yes
S000596,U04467,Yes,Yes,Yes,Yes,Yes
S000597,U05371,Yes,Yes,Yes,Yes,Yes
S000598,U09609,Yes,Yes,No,Yes,No
S000599,U08016,Yes,Yes,No,Yes,Yes
S000600,U02352,Yes,Yes,Yes,Yes,Yes
S000601,U06430,Yes,Yes,Yes,Yes,Yes
S000602,U09305,Yes,Yes,Yes,Yes,Yes
S000603,U06529,Yes,Yes,Yes,Yes,Yes
S000604,U06626,Yes,Yes,Yes,Yes,Yes
S000605,U01645,Yes,Yes,Yes,No,Yes
S000606,U01710,Yes,Yes,No,Yes,Yes
S000607,U09592,Yes,Yes,Yes,Yes,No
S000608,U08612,Yes,Yes,Yes,No,Yes
S000609,U03756,Yes,Yes,Yes,Yes,No
S000610,U05017,Yes,Yes,Yes,Yes,No
S000611,U02637,Yes,Yes,Yes,Yes,Yes
S000612,U05687,Yes,No,Yes,Yes,Yes
S000613,U03037,Yes,Yes,Yes,Yes,No
S000614,U06357,Yes,Yes,Yes,Yes,No
S000615,U06636,Yes,Yes,Yes,Yes,Yes
S000616,U02939,Yes,Yes,No,Yes,Yes
S000617,U04237,Yes,Yes,Yes,No,No
S000618,U08837,Yes,Yes,Yes,Yes,No
S000619,U04062,Yes,Yes,No,Yes,Yes
S000620,U07322,Yes,Yes,Yes,Yes,Yes
S000621,U09895,Yes,Yes,No,Yes,Yes
S000622,U01950,Yes,Yes,Yes,Yes,No
S000623,U05208,Yes,Yes,Yes,Yes,Yes
S000624,U06432,Yes,Yes,Yes,Yes,Yes
S000625,U06660,Yes,Yes,Yes,Yes,No
S000626,U02443,Yes,Yes,Yes,No,No
S000627,U02550,Yes,Yes,No,No,No
S000628,U06833,Yes,Yes,Yes,Yes,Yes
S000629,U01062,Yes,Yes,No,No,Yes
S000630,U03449,Yes,Yes,Yes,Yes,No
S000631,U01620,Yes,Yes,Yes,No,Yes
S000632,U09440,Yes,Yes,Yes,Yes,No
S000633,U05052,Yes,Yes,Yes,Yes,Yes
S000634,U06364,Yes,Yes,Yes,No,Yes
S000635,U08592,Yes,Yes,No,No,Yes
S000636,U00409,Yes,Yes,Yes,Yes,Yes
S000637,U08765,Yes,Yes,Yes,Yes,No
S000638,U04652,Yes,Yes,No,Yes,No
S000639,U06824,Yes,Yes,Yes,Yes,No
S000640,U06951,Yes,Yes,Yes,No,Yes
S000641,U04649,Yes,Yes,Yes,No,Yes
S000642,U06203,Yes,Yes,Yes,Yes,No
S000643,U05305,Yes,Yes,Yes,No,Yes
S000644,U07761,Yes,Yes,Yes,Yes,Yes
S000645,U01291,Yes,Yes,Yes,Yes,Yes
S000646,U01409,Yes,Yes,Yes,Yes,No
S000647,U00245,Yes,Yes,Yes,No,Yes
S000648,U02577,Yes,Yes,Yes,Yes,Yes
S000649,U02712,Yes,No,No,Yes,No
S000650,U02008,Yes,No,Yes,No,Yes
S000651,U04650,Yes,Yes,Yes,No,No
S000652,U09508,Yes,Yes,No,No,No
S000653,U07970,Yes,Yes,Yes,Yes,No
S000654,U07944,Yes,Yes,No,Yes,Yes
S000655,U08861,Yes,Yes,Yes,No,Yes
S000656,U00033,Yes,Yes,No,Yes,No
S000657,U00002,Yes,Yes,Yes,Yes,Yes
S000658,U03108,Yes,Yes,Yes,No,Yes
S000659,U08138,Yes,Yes,No,Yes,Yes
S000660,U07860,Yes,Yes,Yes,Yes,No
S000661,U03621,Yes,No,Yes,Yes,Yes
S000662,U06072,Yes,Yes,No,No,No
S000663,U05955,Yes,Yes,Yes,Yes,Yes
S000664,U08932,Yes,Yes,Yes,Yes,Yes
S000665,U00635,Yes,Yes,Yes,Yes,No
S000666,U04927,Yes,Yes,Yes,Yes,Yes
S000667,U05489,Yes,Yes,Yes,Yes,No
S000668,U07089,Yes,Yes,Yes,Yes,No
S000669,U07935,Yes,Yes,No,Yes,No
S000670,U01597,Yes,Yes,Yes,No,No
S000671,U07855,Yes,Yes,No,No,No
S000672,U00782,Yes,Yes,Yes,Yes,Yes
S000673,U05801,Yes,Yes,Yes,No,No
S000674,U08271,Yes,Yes,Yes,No,Yes
S000675,U01492,Yes,Yes,Yes,No,Yes
S000676,U06465,Yes,Yes,No,Yes,Yes
S000677,U02721,Yes,Yes,No,No,Yes
S000678,U08144,Yes,Yes,Yes,Yes,Yes
S000679,U07253,Yes,Yes,Yes,Yes,Yes
S000680,U07672,Yes,Yes,Yes,Yes,No
S000681,U04585,Yes,Yes,Yes,Yes,No
S000682,U03328,Yes,Yes,Yes,Yes,Yes
S000683,U05705,Yes,Yes,Yes,No,Yes
S000684,U08323,Yes,Yes,Yes,Yes,Yes
S000685,U00086,Yes,Yes,Yes,No,Yes
S000686,U05141,Yes,Yes,Yes,No,Yes
S000687,U04483,Yes,Yes,Yes,No,Yes
S000688,U03962,Yes,No,Yes,No,Yes
S000689,U06521,Yes,Yes,No,No,No
S000690,U06448,Yes,Yes,No,Yes,No
S000691,U08894,Yes,Yes,Yes,Yes,Yes
S000692,U00840,Yes,Yes,No,Yes,No
S000693,U04309,Yes,Yes,Yes,Yes,Yes
S000694,U04609,Yes,Yes,Yes,Yes,No
S000695,U08219,Yes,Yes,Yes,No,Yes
S000696,U07115,Yes,Yes,No,Yes,Yes
S000697,U08346,Yes,Yes,Yes,Yes,No
S000698,U00387,Yes,Yes,Yes,Yes,No
S000699,U06907,Yes,Yes,Yes,Yes,No
S000700,U09385,Yes,Yes,Yes,Yes,Yes
S000701,U08788,Yes,Yes,Yes,No,Yes
S000702,U04258,Yes,Yes,Yes,No,Yes
S000703,U06896,Yes,Yes,Yes,Yes,No
S000704,U06805,Yes,Yes,Yes,Yes,No
S000705,U03682,Yes,Yes,Yes,Yes,Yes
S000706,U07608,Yes,No,Yes,Yes,Yes
S000707,U04486,Yes,Yes,Yes,Yes,Yes
S000708,U01374,Yes,Yes,Yes,Yes,Yes
S000709,U04977,Yes,Yes,Yes,Yes,Yes
S000710,U01228,Yes,Yes,Yes,Yes,Yes
S000711,U03741,Yes,Yes,No,Yes,Yes
S000712,U02856,Yes,Yes,No,No,Yes
S000713,U00186,Yes,Yes,Yes,No,Yes
S000714,U04396,Yes,Yes,No,Yes,Yes
S000715,U02913,Yes,Yes,Yes,Yes,No
S000716,U06154,Yes,Yes,Yes,Yes,Yes
S000717,U00491,Yes,Yes,Yes,Yes,Yes
S000718,U07127,Yes,Yes,Yes,Yes,Yes
S000719,U02905,Yes,No,Yes,Yes,Yes
S000720,U06455,Yes,Yes,No,No,Yes
S000721,U08700,Yes,Yes,Yes,No,Yes
S000722,U04279,Yes,Yes,Yes,Yes,No
S000723,U08593,Yes,Yes,Yes,Yes,Yes
S000724,U00672,Yes,Yes,Yes,Yes,Yes
S000725,U09640,Yes,Yes,No,Yes,No
S000726,U01611,Yes,Yes,Yes,Yes,No
S000727,U02387,Yes,Yes,Yes,Yes,No
S000728,U06248,Yes,Yes,Yes,No,Yes
S000729,U06730,Yes,Yes,Yes,Yes,No
S000730,U03339,Yes,Yes,Yes,No,Yes
S000731,U09571,Yes,Yes,No,Yes,No
S000732,U08479,Yes,Yes,Yes,No,Yes
S000733,U00705,Yes,Yes,Yes,No,Yes
S000734,U06406,Yes,Yes,Yes,Yes,No
S000735,U04388,Yes,Yes,Yes,Yes,No
S000736,U08872,Yes,Yes,No,Yes,Yes
S000737,U08319,Yes,Yes,Yes,No,Yes
S000738,U06736,Yes,Yes,No,No,Yes
S000739,U07026,Yes,Yes,Yes,Yes,Yes
S000740,U03356,Yes,Yes,Yes,Yes,No
S000741,U06658,Yes,Yes,Yes,Yes,Yes
S000742,U09927,Yes,Yes,Yes,No,Yes
S000743,U02462,Yes,Yes,No,No,No
S000744,U04790,Yes,Yes,Yes,Yes,No
S000745,U01464,Yes,Yes,Yes,No,No
S000746,U00156,Yes,Yes,Yes,Yes,No
S000747,U00965,Yes,Yes,Yes,No,No
S000748,U06092,Yes,Yes,Yes,No,Yes
S000749,U06920,Yes,Yes,Yes,Yes,Yes
S000750,U00049,Yes,Yes,Yes,Yes,Yes
S000751,U01773,Yes,No,No,Yes,No
S000752,U07194,Yes,Yes,Yes,Yes,Yes
S000753,U00970,Yes,Yes,Yes,No,Yes
S000754,U03202,Yes,Yes,Yes,No,No
S000755,U09433,Yes,Yes,No,Yes,Yes
S000756,U09897,Yes,Yes,Yes,Yes,Yes
S000757,U03334,Yes,Yes,Yes,Yes,No
S000758,U03357,Yes,Yes,Yes,Yes,Yes
S000759,U00516,Yes,Yes,Yes,No,Yes
S000760,U01389,Yes,Yes,No,Yes,Yes
S000761,U09551,Yes,Yes,No,No,No
S000762,U01856,Yes,Yes,Yes,Yes,Yes
S000763,U03302,Yes,Yes,Yes,No,Yes
S000764,U06623,Yes,Yes,Yes,Yes,Yes
S000765,U03276,Yes,Yes,No,No,Yes
S000766,U01902,Yes,No,No,Yes,No
S000767,U03574,Yes,Yes,Yes,Yes,No
S000768,U09105,Yes,Yes,Yes,Yes,Yes
S000769,U00496,Yes,Yes,Yes,Yes,No
S000770,U05607,Yes,Yes,Yes,Yes,No
S000771,U03781,Yes,Yes,No,No,Yes
S000772,U01053,Yes,Yes,Yes,Yes,No
S000773,U00476,Yes,No,Yes,No,No
S000774,U03750,Yes,Yes,Yes,No,No
S000775,U05007,Yes,Yes,Yes,Yes,No
S000776,U09947,Yes,Yes,Yes,No,Yes
S000777,U01677,Yes,Yes,Yes,Yes,No
S000778,U09894,Yes,No,Yes,Yes,Yes
S000779,U09584,Yes,Yes,Yes,No,No
S000780,U00436,Yes,Yes,Yes,Yes,Yes
S000781,U04423,Yes,Yes,Yes,Yes,Yes
S000782,U07195,Yes,Yes,Yes,Yes,Yes
S000783,U07579,Yes,Yes,No,Yes,No
S000784,U01257,Yes,Yes,Yes,Yes,Yes
S000785,U07067,Yes,Yes,Yes,No,Yes
S000786,U05184,Yes,Yes,Yes,Yes,Yes
S000787,U09820,Yes,Yes,Yes,Yes,Yes
S000788,U09055,Yes,Yes,Yes,No,Yes
S000789,U04715,Yes,Yes,Yes,Yes,Yes
S000790,U09875,Yes,No,Yes,Yes,Yes
S000791,U08632,Yes,Yes,Yes,No,Yes
S000792,U07412,Yes,Yes,Yes,Yes,Yes
S000793,U00355,Yes,Yes,Yes,No,Yes
S000794,U09689,Yes,Yes,Yes,Yes,Yes
S000795,U06780,Yes,Yes,No,Yes,No
S000796,U04859,Yes,Yes,No,Yes,Yes
S000797,U00215,Yes,Yes,Yes,No,Yes
S000798,U00136,Yes,No,No,Yes,Yes
S000799,U03501,Yes,Yes,Yes,Yes,Yes
S000800,U07340,Yes,Yes,Yes,No,No
S000801,U05439,Yes,Yes,Yes,No,No
S000802,U04803,Yes,Yes,Yes,No,No
S000803,U09897,Yes,Yes,Yes,Yes,Yes
S000804,U06683,Yes,Yes,Yes,Yes,Yes
S000805,U06879,Yes,Yes,Yes,Yes,No
S000806,U06052,Yes,Yes,No,No,Yes
S000807,U03434,Yes,Yes,Yes,No,No
S000808,U06177,Yes,No,Yes,No,Yes
S000809,U08865,Yes,Yes,No,No,Yes
S000810,U08213,Yes,Yes,No,No,Yes
S000811,U06122,Yes,Yes,Yes,No,Yes
S000812,U09173,Yes,Yes,Yes,No,Yes
S000813,U03129,Yes,Yes,Yes,No,Yes
S000814,U05420,Yes,No,Yes,Yes,Yes
S000815,U02683,Yes,Yes,Yes,Yes,Yes
S000816,U03659,Yes,No,Yes,Yes,Yes
S000817,U01365,Yes,Yes,Yes,Yes,No
S000818,U02026,Yes,Yes,Yes,Yes,Yes
S000819,U04029,Yes,Yes,Yes,No,Yes
S000820,U09165,Yes,Yes,No,Yes,No
S000821,U09269,Yes,Yes,Yes,Yes,Yes
S000822,U09615,Yes,Yes,Yes,Yes,Yes
S000823,U03411,Yes,Yes,Yes,Yes,No
S000824,U00366,Yes,Yes,Yes,Yes,No
S000825,U02223,Yes,Yes,Yes,Yes,Yes
S000826,U06897,Yes,Yes,Yes,Yes,Yes
S000827,U02715,Yes,Yes,Yes,Yes,Yes
S000828,U04526,Yes,Yes,Yes,Yes,Yes
S000829,U02924,Yes,Yes,Yes,No,No
S000830,U06437,Yes,Yes,No,No,Yes
S000831,U04997,Yes,Yes,No,Yes,No
S000832,U05282,Yes,Yes,No,Yes,No
S000833,U04189,Yes,Yes,No,No,Yes
S000834,U09686,Yes,Yes,Yes,Yes,No
S000835,U07524,Yes,Yes,Yes,No,Yes
S000836,U03657,Yes,Yes,Yes,No,Yes
S000837,U06200,Yes,Yes,Yes,No,Yes
S000838,U02487,Yes,Yes,Yes,Yes,No
S000839,U02699,Yes,Yes,Yes,No,Yes
S000840,U00412,Yes,Yes,Yes,Yes,Yes
S000841,U06100,Yes,Yes,Yes,No,No
S000842,U04501,Yes,Yes,Yes,Yes,Yes
S000843,U00208,Yes,Yes,Yes,No,No
S000844,U03557,Yes,Yes,No,No,Yes
S000845,U01176,Yes,Yes,Yes,Yes,Yes
S000846,U09686,Yes,Yes,No,Yes,No
S000847,U06578,Yes,Yes,Yes,Yes,Yes
S000848,U04374,Yes,Yes,Yes,No,Yes
S000849,U02465,Yes,Yes,Yes,No,No
S000850,U07450,Yes,Yes,Yes,Yes,No
S000851,U05282,Yes,Yes,Yes,Yes,Yes
S000852,U00715,Yes,Yes,Yes,Yes,Yes
S000853,U06794,Yes,Yes,No,No,Yes
S000854,U08402,Yes,Yes,Yes,No,Yes
S000855,U05196,Yes,Yes,Yes,Yes,No
S000856,U02151,Yes,Yes,No,Yes,Yes
S000857,U05764,Yes,Yes,Yes,Yes,Yes
S000858,U06308,Yes,Yes,Yes,Yes,Yes
S000859,U03871,Yes,Yes,Yes,Yes,Yes
S000860,U00573,Yes,Yes,Yes,Yes,No
S000861,U07586,Yes,Yes,Yes,Yes,Yes
S000862,U08223,Yes,Yes,Yes,Yes,Yes
S000863,U02190,Yes,Yes,Yes,No,Yes
S000864,U00859,Yes,Yes,Yes,Yes,Yes
S000865,U01283,Yes,Yes,Yes,Yes,Yes
S000866,U07690,Yes,No,No,Yes,Yes
S000867,U00489,Yes,Yes,Yes,No,Yes
S000868,U03745,Yes,Yes,Yes,No,Yes
S000869,U01285,Yes,Yes,No,Yes,Yes
S000870,U07010,Yes,No,Yes,No,Yes
S000871,U09111,Yes,No,No,Yes,Yes
S000872,U04678,Yes,No,No,Yes,No
S000873,U07994,Yes,Yes,Yes,No,No
S000874,U01196,Yes,Yes,Yes,Yes,Yes
S000875,U00883,Yes,Yes,Yes,No,Yes
S000876,U03569,Yes,Yes,No,Yes,Yes
S000877,U09687,Yes,Yes,Yes,Yes,No
S000878,U00703,Yes,Yes,No,Yes,No
S000879,U06077,Yes,Yes,Yes,No,No
S000880,U05999,Yes,Yes,Yes,Yes,Yes
S000881,U03720,Yes,Yes,Yes,No,Yes
S000882,U07762,Yes,Yes,No,Yes,Yes
S000883,U03518,Yes,Yes,No,Yes,No
S000884,U09544,Yes,Yes,Yes,No,No
S000885,U09607,Yes,Yes,Yes,No,No
S000886,U01887,Yes,No,Yes,Yes,Yes
S000887,U04155,Yes,No,No,No,No
S000888,U02665,Yes,No,Yes,Yes,No
S000889,U02240,Yes,Yes,Yes,No,Yes
S000890,U04864,Yes,Yes,Yes,No,Yes
S000891,U07776,Yes,Yes,No,No,Yes
S000892,U03760,Yes,Yes,Yes,No,No
S000893,U02767,Yes,Yes,Yes,No,Yes
S000894,U01289,Yes,Yes,Yes,No,Yes
S000895,U08519,Yes,No,Yes,No,Yes
S000896,U05982,Yes,Yes,Yes,Yes,Yes
S000897,U07384,Yes,No,Yes,Yes,Yes
S000898,U05984,Yes,No,Yes,No,No
S000899,U05368,Yes,Yes,Yes,Yes,No
S000900,U08296,Yes,No,No,No,Yes
S000901,U08265,Yes,Yes,Yes,Yes,Yes
S000902,U09635,Yes,Yes,No,Yes,No
S000903,U05797,Yes,Yes,Yes,Yes,No
S000904,U04307,Yes,Yes,No,Yes,Yes
S000905,U01153,Yes,Yes,No,Yes,Yes
S000906,U09482,Yes,Yes,Yes,No,No
S000907,U04703,Yes,Yes,No,No,Yes
S000908,U04538,Yes,Yes,Yes,Yes,Yes
S000909,U07955,Yes,Yes,Yes,No,Yes
S000910,U04674,Yes,Yes,Yes,No,Yes
S000911,U09516,Yes,Yes,Yes,No,Yes
S000912,U01733,Yes,Yes,Yes,Yes,Yes
S000913,U03598,Yes,Yes,No,Yes,Yes
S000914,U07510,Yes,Yes,Yes,Yes,Yes
S000915,U01589,Yes,Yes,Yes,Yes,Yes
S000916,U01865,Yes,Yes,Yes,Yes,Yes
S000917,U04729,Yes,No,Yes,Yes,Yes
S000918,U06368,Yes,Yes,No,Yes,Yes
S000919,U07967,Yes,Yes,Yes,Yes,No
S000920,U09296,Yes,Yes,Yes,No,No
S000921,U07708,Yes,No,No,Yes,Yes
S000922,U04486,Yes,Yes,Yes,Yes,No
S000923,U03202,Yes,Yes,Yes,No,No
S000924,U04116,Yes,Yes,No,Yes,Yes
S000925,U02177,Yes,Yes,No,Yes,Yes
S000926,U05934,Yes,No,Yes,Yes,No
S000927,U08921,Yes,Yes,Yes,No,No
S000928,U04907,Yes,Yes,No,Yes,Yes
S000929,U03442,Yes,Yes,Yes,Yes,Yes
S000930,U05191,Yes,Yes,Yes,No,Yes
S000931,U02928,Yes,Yes,Yes,Yes,No
S000932,U08131,Yes,Yes,Yes,No,No
S000933,U02586,Yes,Yes,Yes,Yes,Yes
S000934,U09766,Yes,Yes,Yes,Yes,No
S000935,U04979,Yes,Yes,Yes,Yes,No
S000936,U05282,Yes,Yes,No,Yes,Yes
S000937,U07724,Yes,Yes,Yes,Yes,Yes
S000938,U01574,Yes,Yes,No,Yes,Yes
S000939,U01985,Yes,No,No,Yes,No
S000940,U06764,Yes,Yes,Yes,No,Yes
S000941,U01605,Yes,Yes,Yes,Yes,No
S000942,U01197,Yes,Yes,Yes,Yes,No
S000943,U08334,Yes,Yes,No,Yes,No
S000944,U00959,Yes,Yes,Yes,Yes,Yes
S000945,U05385,Yes,Yes,Yes,No,No
S000946,U09255,Yes,Yes,Yes,Yes,Yes
S000947,U07707,Yes,Yes,No,No,Yes
S000948,U07997,Yes,Yes,Yes,No,Yes
S000949,U02377,Yes,Yes,No,Yes,Yes
S000950,U01404,Yes,Yes,Yes,Yes,Yes
S000951,U07922,Yes,Yes,No,Yes,Yes
S000952,U04047,Yes,Yes,Yes,Yes,No
S000953,U06873,Yes,Yes,Yes,Yes,Yes
S000954,U04810,Yes,Yes,No,No,Yes
S000955,U04177,Yes,No,Yes,Yes,No
S000956,U04959,Yes,Yes,Yes,Yes,No
S000957,U01639,Yes,Yes,No,No,No
S000958,U07394,Yes,Yes,Yes,Yes,Yes
S000959,U07537,Yes,Yes,Yes,Yes,No
S000960,U07741,Yes,Yes,Yes,No,Yes
S000961,U05726,Yes,Yes,Yes,Yes,Yes
S000962,U02480,Yes,Yes,Yes,No,Yes
S000963,U08969,Yes,Yes,No,Yes,Yes
S000964,U05374,Yes,Yes,Yes,Yes,No
S000965,U00350,Yes,Yes,Yes,No,No
S000966,U09862,Yes,Yes,No,Yes,No
S000967,U02140,Yes,Yes,No,No,Yes
S000968,U00485,Yes,Yes,Yes,Yes,No
S000969,U02788,Yes,Yes,Yes,No,No
S000970,U03962,Yes,Yes,Yes,Yes,Yes
S000971,U05014,Yes,Yes,Yes,No,No
S000972,U07097,Yes,No,No,Yes,No
S000973,U09393,Yes,No,No,Yes,Yes
S000974,U08766,Yes,No,No,No,Yes
S000975,U09421,Yes,Yes,Yes,Yes,Yes
S000976,U03104,Yes,Yes,No,Yes,Yes
S000977,U07456,Yes,Yes,No,Yes,Yes
S000978,U04848,Yes,Yes,Yes,Yes,Yes
S000979,U02612,Yes,Yes,Yes,Yes,No
S000980,U07306,Yes,Yes,Yes,No,Yes
S000981,U01908,Yes,Yes,Yes,Yes,Yes
S000982,U02799,Yes,Yes,Yes,No,Yes
S000983,U01771,Yes,Yes,No,No,Yes
S000984,U07670,Yes,Yes,Yes,No,Yes
S000985,U02471,Yes,Yes,Yes,Yes,No
S000986,U05772,Yes,Yes,Yes,Yes,Yes
S000987,U00701,Yes,Yes,No,Yes,No
S000988,U06713,Yes,No,Yes,Yes,Yes
S000989,U04100,Yes,Yes,Yes,Yes,No
S000990,U08051,Yes,Yes,Yes,Yes,Yes
S000991,U09208,Yes,Yes,No,Yes,No
S000992,U06164,Yes,Yes,No,Yes,Yes
S000993,U00176,Yes,Yes,No,No,Yes
S000994,U04681,Yes,Yes,Yes,Yes,Yes
S000995,U08406,Yes,Yes,Yes,Yes,Yes
S000996,U06479,Yes,Yes,Yes,No,Yes
S000997,U05084,Yes,Yes,Yes,Yes,No
S000998,U00927,Yes,Yes,Yes,No,No
S000999,U08664,Yes,Yes,Yes,No,Yes
S001000,U06127,Yes,Yes,Yes,No,No
S001001,U03154,Yes,Yes,No,Yes,Yes
S001002,U04091,Yes,Yes,Yes,No,Yes
S001003,U05575,Yes,Yes,No,Yes,Yes
S001004,U06785,Yes,Yes,Yes,No,No
S001005,U04160,Yes,Yes,Yes,Yes,No
S001006,U06973,Yes,Yes,Yes,Yes,No
S001007,U07870,Yes,Yes,Yes,Yes,Yes
S001008,U04315,Yes,Yes,Yes,Yes,Yes
S001009,U05566,Yes,Yes,Yes,No,No
S001010,U05834,Yes,Yes,Yes,Yes,Yes
S001011,U08664,Yes,Yes,No,Yes,No
S001012,U09224,Yes,Yes,Yes,No,Yes
S001013,U08308,Yes,Yes,Yes,Yes,Yes
S001014,U07532,Yes,Yes,No,Yes,Yes
S001015,U00110,Yes,Yes,Yes,Yes,No
S001016,U09065,Yes,Yes,Yes,Yes,No
S001017,U01363,Yes,No,Yes,Yes,Yes
S001018,U09161,Yes,Yes,Yes,Yes,Yes
S001019,U00365,Yes,Yes,Yes,Yes,Yes
S001020,U03423,Yes,Yes,No,Yes,Yes
S001021,U03785,Yes,Yes,Yes,Yes,Yes
S001022,U07418,Yes,Yes,Yes,No,No
S001023,U07889,Yes,Yes,No,Yes,Yes
S001024,U09225,Yes,Yes,Yes,Yes,Yes
S001025,U08169,Yes,Yes,No,No,Yes
S001026,U06706,Yes,Yes,Yes,Yes,Yes
S001027,U02891,Yes,Yes,Yes,Yes,Yes
S001028,U05771,Yes,Yes,Yes,Yes,Yes
S001029,U03404,Yes,Yes,Yes,No,Yes
S001030,U07324,Yes,Yes,Yes,Yes,No
S001031,U09027,Yes,Yes,No,No,Yes
S001032,U05608,Yes,Yes,Yes,Yes,Yes
S001033,U04814,Yes,Yes,Yes,Yes,No
S001034,U00654,Yes,Yes,No,Yes,No
S001035,U09167,Yes,Yes,Yes,Yes,Yes
S001036,U09720,Yes,Yes,No,Yes,Yes
S001037,U08608,Yes,Yes,No,Yes,Yes
S001038,U06590,Yes,Yes,Yes,Yes,Yes
S001039,U03821,Yes,Yes,Yes,Yes,No
S001040,U03418,Yes,Yes,Yes,Yes,Yes
S001041,U09441,Yes,Yes,Yes,Yes,No
S001042,U03596,Yes,Yes,No,Yes,Yes
S001043,U08593,Yes,Yes,Yes,Yes,Yes
S001044,U03533,Yes,Yes,Yes,Yes,No
S001045,U06713,Yes,Yes,Yes,No,Yes
S001046,U01010,Yes,Yes,No,Yes,Yes
S001047,U02407,Yes,Yes,Yes,Yes,No
S001048,U01721,Yes,Yes,Yes,Yes,Yes
S001049,U07189,Yes,Yes,Yes,Yes,Yes
S001050,U00038,Yes,Yes,Yes,No,No
S001051,U03222,Yes,Yes,Yes,Yes,No
S001052,U00063,Yes,Yes,No,Yes,Yes
S001053,U09115,Yes,Yes,Yes,Yes,No
S001054,U00058,Yes,No,Yes,Yes,No
S001055,U07397,Yes,Yes,Yes,Yes,No
S001056,U01427,Yes,Yes,Yes,Yes,Yes
S001057,U08633,Yes,No,Yes,Yes,Yes
S001058,U03792,Yes,Yes,Yes,No,No
S001059,U08387,Yes,Yes,Yes,No,Yes
S001060,U09889,Yes,Yes,No,Yes,Yes
S001061,U01410,Yes,Yes,Yes,Yes,Yes
S001062,U06791,Yes,Yes,Yes,Yes,No
S001063,U08692,Yes,Yes,Yes,Yes,Yes
S001064,U04512,Yes,Yes,Yes,Yes,Yes
S001065,U00893,Yes,Yes,Yes,No,No
S001066,U03502,Yes,Yes,No,Yes,Yes
S001067,U05990,Yes,Yes,Yes,Yes,Yes
S001068,U01267,Yes,Yes,Yes,No,Yes
S001069,U07869,Yes,Yes,No,Yes,No
S001070,U04108,Yes,Yes,Yes,Yes,Yes
S001071,U07203,Yes,Yes,Yes,Yes,Yes
S001072,U07250,Yes,Yes,No,No,No
S001073,U03748,Yes,Yes,Yes,Yes,No
S001074,U09076,Yes,No,Yes,No,Yes
S001075,U07885,Yes,Yes,No,Yes,Yes
S001076,U04547,Yes,Yes,Yes,Yes,Yes
S001077,U02960,Yes,No,Yes,Yes,No
S001078,U09351,Yes,Yes,No,Yes,Yes
S001079,U04732,Yes,Yes,Yes,Yes,Yes
